"scenario_id","scenario_label","scenario_family","purpose","effect_source","theta_A","theta_B","gamma","method_id","claim_regime","adjustment_method","allocation_strategy","manuscript_role","N","alpha","nrep","variance_method","distribution","expected_analytic_match","truth_delta_AB_minus_A","truth_delta_AB_minus_B","plan_delta_AB_minus_A","plan_delta_AB_minus_B","margin_AB_minus_A","margin_AB_minus_B","sigma2_A","sigma2_B","sigma2_AB","allocation_A","allocation_B","allocation_AB","n_A","n_B","n_AB","true_null_AB_minus_A","true_null_AB_minus_B","cutoff_mean","cutoff_min","cutoff_max","empirical_joint_success","empirical_joint_success_lcl","empirical_joint_success_ucl","analytic_joint_success","planned_analytic_joint_success","joint_success_absolute_difference","empirical_any_true_reject","empirical_any_true_reject_lcl","empirical_any_true_reject_ucl","analytic_any_true_reject","empirical_false_full_contribution","empirical_false_full_contribution_lcl","empirical_false_full_contribution_ucl","analytic_false_full_contribution","empirical_marginal_power_AB_minus_A","empirical_marginal_power_AB_minus_B","analytic_marginal_power_AB_minus_A","analytic_marginal_power_AB_minus_B","seed"
"heavy_tail_global_null__alpha_0p025","heavy_tail_global_null","distribution_sensitivity","False full-contribution conclusion under modest nonnormality","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",300,0.025,3000,"common","t5",FALSE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,100,100,100,TRUE,TRUE,2.212135,2.212135,2.212135,0.001667,0.000207,0.003126,0.001957,0.73461,0.000291,0.022,0.016751,0.027249,0.025,0.001667,0.000207,0.003126,0.001957,0.012,0.011667,0.013479,0.013479,202615196
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.025,3000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.338667,0.321731,0.355602,0.359181,0.888537,0.020514,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.511667,0.525473,0.525473,202616192
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.025,3000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.370333,0.353053,0.387613,0.359181,0.888537,0.011153,NA,NA,NA,NA,NA,NA,NA,NA,0.536,0.533667,0.525473,0.525473,202616193
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.025,3000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.372,0.354704,0.389296,0.359181,0.888537,0.012819,NA,NA,NA,NA,NA,NA,NA,NA,0.532,0.536,0.525473,0.525473,202616194
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.025,3000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.377333,0.359988,0.394679,0.359181,0.888537,0.018153,NA,NA,NA,NA,NA,NA,NA,NA,0.531,0.555667,0.525473,0.525473,202616195
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.025,3000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,2.212135,2.212135,2.212135,0.263,0.247245,0.278755,0.261888,0.828264,0.001112,NA,NA,NA,NA,NA,NA,NA,NA,0.414333,0.428667,0.42533,0.42533,202616196
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned limiting contribution is the opposite of the true limiting contribution","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",260,0.025,3000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.959964,1.959964,1.959964,0.362667,0.345463,0.379871,0.373035,0.373035,0.010369,NA,NA,NA,NA,NA,NA,NA,NA,0.367333,0.947333,0.376049,0.951244,202617192
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned limiting contribution is the opposite of the true limiting contribution","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",260,0.025,3000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.21446,0.391672,0.393868,56,102,102,FALSE,FALSE,1.959964,1.959964,1.959964,0.322667,0.305938,0.339396,0.322488,0.416894,0.000178,NA,NA,NA,NA,NA,NA,NA,NA,0.323333,0.977,0.323906,0.975456,202617193
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned limiting contribution is the opposite of the true limiting contribution","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",260,0.025,3000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.287045,0.357952,0.355004,75,93,92,FALSE,FALSE,1.959964,1.959964,1.959964,0.366667,0.349422,0.383911,0.359783,0.392417,0.006884,NA,NA,NA,NA,NA,NA,NA,NA,0.369667,0.962667,0.362044,0.962494,202617194
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned limiting contribution is the opposite of the true limiting contribution","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",260,0.025,3000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.207724,0.396138,0.396138,54,103,103,FALSE,FALSE,1.959964,1.959964,1.959964,0.326,0.309226,0.342774,0.317135,0.418622,0.008865,NA,NA,NA,NA,NA,NA,NA,NA,0.327667,0.980333,0.31848,0.97654,202617195
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned limiting contribution is the opposite of the true limiting contribution","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",260,0.025,3000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,2.211806,2.211806,2.211806,0.279,0.26295,0.29505,0.281538,0.281538,0.002538,NA,NA,NA,NA,NA,NA,NA,NA,0.281333,0.921333,0.285114,0.920018,202617196
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",320,0.025,3000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.333333,0.333333,0.333333,107,107,106,FALSE,FALSE,1.959964,1.959964,1.959964,0.514333,0.496448,0.532218,0.497221,0.497221,0.017112,NA,NA,NA,NA,NA,NA,NA,NA,0.737667,0.608333,0.72376,0.590639,202618192
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",320,0.025,3000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.278742,0.332684,0.388573,89,107,124,FALSE,FALSE,1.959964,1.959964,1.959964,0.510667,0.492778,0.528555,0.504399,0.504399,0.006267,NA,NA,NA,NA,NA,NA,NA,NA,0.716,0.627333,0.712042,0.623109,202618193
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",320,0.025,3000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.313311,0.347722,0.338967,100,111,109,FALSE,FALSE,1.959964,1.959964,1.959964,0.512333,0.494447,0.53022,0.500899,0.500899,0.011434,NA,NA,NA,NA,NA,NA,NA,NA,0.709333,0.623,0.714859,0.60442,202618194
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",320,0.025,3000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.213675,0.38787,0.398455,68,124,128,FALSE,FALSE,1.959964,1.959964,1.959964,0.507,0.489109,0.524891,0.487237,0.487237,0.019763,NA,NA,NA,NA,NA,NA,NA,NA,0.648333,0.678333,0.645209,0.66309,202618195
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",320,0.025,3000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.333333,0.333333,0.333333,107,107,106,FALSE,FALSE,2.211868,2.211868,2.211868,0.389333,0.371885,0.406782,0.389519,0.389519,0.000185,NA,NA,NA,NA,NA,NA,NA,NA,0.641667,0.488667,0.633879,0.490939,202618196
"global_null__alpha_0p050","global_null","global_null","False full-contribution conclusion when neither component contribution is present","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.05,3000,"common","normal",TRUE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,TRUE,1.644854,1.644854,1.644854,0.009667,0.006165,0.013168,0.012189,0.809757,0.002523,0.090333,0.080075,0.100591,0.087811,0.009667,0.006165,0.013168,0.012189,0.047333,0.052667,0.05,0.05,202619192
"global_null__alpha_0p050","global_null","global_null","False full-contribution conclusion when neither component contribution is present","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.05,3000,"common","normal",TRUE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,TRUE,1.644854,1.644854,1.644854,0.014,0.009796,0.018204,0.012189,0.809757,0.001811,0.091667,0.081341,0.101992,0.087811,0.014,0.009796,0.018204,0.012189,0.055,0.050667,0.05,0.05,202619193
"global_null__alpha_0p050","global_null","global_null","False full-contribution conclusion when neither component contribution is present","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.05,3000,"common","normal",TRUE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,TRUE,1.644854,1.644854,1.644854,0.01,0.006439,0.013561,0.012189,0.809757,0.002189,0.085333,0.075336,0.095331,0.087811,0.01,0.006439,0.013561,0.012189,0.049333,0.046,0.05,0.05,202619194
"global_null__alpha_0p050","global_null","global_null","False full-contribution conclusion when neither component contribution is present","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.05,3000,"common","normal",TRUE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,TRUE,1.644854,1.644854,1.644854,0.009667,0.006165,0.013168,0.012189,0.809757,0.002523,0.083333,0.073443,0.093224,0.087811,0.009667,0.006165,0.013168,0.012189,0.046,0.047,0.05,0.05,202619195
"global_null__alpha_0p050","global_null","global_null","False full-contribution conclusion when neither component contribution is present","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.05,3000,"common","normal",TRUE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,TRUE,1.916332,1.916332,1.916332,0.006,0.003236,0.008764,0.005323,0.720166,0.000677,0.047667,0.040042,0.055291,0.05,0.006,0.003236,0.008764,0.005323,0.026,0.027667,0.027661,0.027661,202619196
"partial_null_AB_minus_A__alpha_0p050","partial_null_AB_minus_A","partial_null","False full-contribution conclusion when AB does not beat A","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.05,3000,"common","normal",TRUE,0,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,FALSE,1.644854,1.644854,1.644854,0.046667,0.039119,0.054214,0.049716,0.809757,0.003049,0.047,0.039427,0.054573,0.05,0.046667,0.039119,0.054214,0.049716,0.047,0.891333,0.05,0.885162,202620192
"partial_null_AB_minus_A__alpha_0p050","partial_null_AB_minus_A","partial_null","False full-contribution conclusion when AB does not beat A","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.05,3000,"common","normal",TRUE,0,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,FALSE,1.644854,1.644854,1.644854,0.046,0.038504,0.053496,0.049716,0.809757,0.003716,0.046,0.038504,0.053496,0.05,0.046,0.038504,0.053496,0.049716,0.046,0.885667,0.05,0.885162,202620193
"partial_null_AB_minus_A__alpha_0p050","partial_null_AB_minus_A","partial_null","False full-contribution conclusion when AB does not beat A","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.05,3000,"common","normal",TRUE,0,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,FALSE,1.644854,1.644854,1.644854,0.053,0.044983,0.061017,0.049716,0.809757,0.003284,0.053,0.044983,0.061017,0.05,0.053,0.044983,0.061017,0.049716,0.053,0.885,0.05,0.885162,202620194
"partial_null_AB_minus_A__alpha_0p050","partial_null_AB_minus_A","partial_null","False full-contribution conclusion when AB does not beat A","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.05,3000,"common","normal",TRUE,0,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,FALSE,1.644854,1.644854,1.644854,0.052667,0.044674,0.06066,0.049716,0.809757,0.002951,0.053333,0.045293,0.061374,0.05,0.052667,0.044674,0.06066,0.049716,0.053333,0.895333,0.05,0.885162,202620195
"partial_null_AB_minus_A__alpha_0p050","partial_null_AB_minus_A","partial_null","False full-contribution conclusion when AB does not beat A","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.05,3000,"common","normal",TRUE,0,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,FALSE,1.916332,1.916332,1.916332,0.028667,0.022695,0.034638,0.02741,0.720166,0.001256,0.029,0.022995,0.035005,0.027661,0.028667,0.022695,0.034638,0.02741,0.029,0.813667,0.027661,0.823741,202620196
"partial_null_AB_minus_B__alpha_0p050","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.05,3000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.644854,1.644854,1.644854,0.055333,0.047152,0.063515,0.049716,0.809757,0.005618,0.055667,0.047462,0.063871,0.05,0.055333,0.047152,0.063515,0.049716,0.878333,0.055667,0.885162,0.05,202621192
"partial_null_AB_minus_B__alpha_0p050","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.05,3000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.644854,1.644854,1.644854,0.051667,0.043746,0.059588,0.049716,0.809757,0.001951,0.052,0.044055,0.059945,0.05,0.051667,0.043746,0.059588,0.049716,0.882333,0.052,0.885162,0.05,202621193
"partial_null_AB_minus_B__alpha_0p050","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.05,3000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.644854,1.644854,1.644854,0.052,0.044055,0.059945,0.049716,0.809757,0.002284,0.052,0.044055,0.059945,0.05,0.052,0.044055,0.059945,0.049716,0.887667,0.052,0.885162,0.05,202621194
"partial_null_AB_minus_B__alpha_0p050","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.05,3000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.644854,1.644854,1.644854,0.044,0.036661,0.051339,0.049716,0.809757,0.005716,0.044333,0.036968,0.051699,0.05,0.044,0.036661,0.051339,0.049716,0.884333,0.044333,0.885162,0.05,202621195
"partial_null_AB_minus_B__alpha_0p050","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.05,3000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.916332,1.916332,1.916332,0.025333,0.01971,0.030956,0.02741,0.720166,0.002077,0.026,0.020305,0.031695,0.027661,0.025333,0.01971,0.030956,0.02741,0.826333,0.026,0.823741,0.027661,202621196
"balanced_positive__alpha_0p050","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.05,3000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.644854,1.644854,1.644854,0.812,0.798019,0.825981,0.809757,0.809757,0.002243,NA,NA,NA,NA,NA,NA,NA,NA,0.883333,0.888333,0.885162,0.885162,202622192
"balanced_positive__alpha_0p050","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.05,3000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.644854,1.644854,1.644854,0.799,0.784659,0.813341,0.809757,0.809757,0.010757,NA,NA,NA,NA,NA,NA,NA,NA,0.879,0.880667,0.885162,0.885162,202622193
"balanced_positive__alpha_0p050","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.05,3000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.644854,1.644854,1.644854,0.813333,0.79939,0.827277,0.809757,0.809757,0.003576,NA,NA,NA,NA,NA,NA,NA,NA,0.883333,0.891,0.885162,0.885162,202622194
"balanced_positive__alpha_0p050","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.05,3000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.644854,1.644854,1.644854,0.815,0.801105,0.828895,0.809757,0.809757,0.005243,NA,NA,NA,NA,NA,NA,NA,NA,0.897333,0.885333,0.885162,0.885162,202622195
"balanced_positive__alpha_0p050","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.05,3000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.916332,1.916332,1.916332,0.73,0.714113,0.745887,0.720166,0.720166,0.009834,NA,NA,NA,NA,NA,NA,NA,NA,0.833333,0.827,0.823741,0.823741,202622196
"limiting_AB_minus_A__alpha_0p050","limiting_AB_minus_A","alternative","One contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",260,0.05,3000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.644854,1.644854,1.644854,0.583333,0.565691,0.600975,0.5747,0.5747,0.008633,NA,NA,NA,NA,NA,NA,NA,NA,0.585667,0.981,0.577902,0.975704,202623192
"limiting_AB_minus_A__alpha_0p050","limiting_AB_minus_A","alternative","One contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",260,0.05,3000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.397549,0.199724,0.402727,103,52,105,FALSE,FALSE,1.644854,1.644854,1.644854,0.634,0.616762,0.651238,0.628503,0.628503,0.005497,NA,NA,NA,NA,NA,NA,NA,NA,0.651667,0.949333,0.645858,0.945046,202623193
"limiting_AB_minus_A__alpha_0p050","limiting_AB_minus_A","alternative","One contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",260,0.05,3000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.373364,0.253898,0.372738,97,66,97,FALSE,FALSE,1.644854,1.644854,1.644854,0.61,0.592546,0.627454,0.611798,0.611798,0.001798,NA,NA,NA,NA,NA,NA,NA,NA,0.616333,0.966333,0.619863,0.96423,202623194
"limiting_AB_minus_A__alpha_0p050","limiting_AB_minus_A","alternative","One contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",260,0.05,3000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.403183,0.193633,0.403183,105,50,105,FALSE,FALSE,1.644854,1.644854,1.644854,0.625,0.607676,0.642324,0.629849,0.629849,0.004849,NA,NA,NA,NA,NA,NA,NA,NA,0.644,0.940667,0.649488,0.940155,202623195
"limiting_AB_minus_A__alpha_0p050","limiting_AB_minus_A","alternative","One contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",260,0.05,3000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.915913,1.915913,1.915913,0.475,0.45713,0.49287,0.465894,0.465894,0.009106,NA,NA,NA,NA,NA,NA,NA,NA,0.478667,0.958333,0.470294,0.955537,202623196
"limiting_AB_minus_B__alpha_0p050","limiting_AB_minus_B","alternative","The other contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",260,0.05,3000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.644854,1.644854,1.644854,0.576667,0.558986,0.594347,0.5747,0.5747,0.001966,NA,NA,NA,NA,NA,NA,NA,NA,0.979,0.580667,0.975704,0.577902,202624192
"limiting_AB_minus_B__alpha_0p050","limiting_AB_minus_B","alternative","The other contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",260,0.05,3000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.199724,0.397549,0.402727,52,103,105,FALSE,FALSE,1.644854,1.644854,1.644854,0.634333,0.617099,0.651568,0.628503,0.628503,0.00583,NA,NA,NA,NA,NA,NA,NA,NA,0.945,0.650333,0.945046,0.645858,202624193
"limiting_AB_minus_B__alpha_0p050","limiting_AB_minus_B","alternative","The other contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",260,0.05,3000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.253898,0.373364,0.372738,66,97,97,FALSE,FALSE,1.644854,1.644854,1.644854,0.613333,0.595907,0.63076,0.611798,0.611798,0.001535,NA,NA,NA,NA,NA,NA,NA,NA,0.966667,0.620333,0.96423,0.619863,202624194
"limiting_AB_minus_B__alpha_0p050","limiting_AB_minus_B","alternative","The other contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",260,0.05,3000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.193633,0.403183,0.403183,50,105,105,FALSE,FALSE,1.644854,1.644854,1.644854,0.625,0.607676,0.642324,0.629849,0.629849,0.004849,NA,NA,NA,NA,NA,NA,NA,NA,0.939333,0.644333,0.940155,0.649488,202624195
"limiting_AB_minus_B__alpha_0p050","limiting_AB_minus_B","alternative","The other contribution is limiting and the planned vector is correct","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",260,0.05,3000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.915913,1.915913,1.915913,0.454667,0.436848,0.472485,0.465894,0.465894,0.011227,NA,NA,NA,NA,NA,NA,NA,NA,0.963333,0.459,0.955537,0.470294,202624196
